0,287154,0,3
1,144406,0,3
2,120907,0,3
3,364536,0,3
4,50761,0,3
5,194606,0,3
6,470598,0,3
7,102514,0,3
8,206351,0,3
9,220169,1,3
10,102514,1,3
11,470177,1,3
12,114406,1,3
13,351511,2,3
14,438596,2,3
15,392731,2,3
16,464005,2,3
17,470177,2,3
18,194606,2,3
19,119876,2,3
20,144406,2,3
21,50761,3,1
22,457904,3,1
23,352937,3,1
24,464005,3,1
25,194606,3,1
26,470598,3,1
27,114406,3,1
28,86643,3,1
29,405346,3,1
30,464005,4,2
31,120907,4,2
32,238548,4,2
33,86643,4,2
34,119876,4,2
35,454528,4,2
36,364536,4,2
37,457904,4,2
38,182445,4,2
39,86643,5,2
40,120907,5,2
41,352937,5,2
42,287154,5,2
43,364536,5,2
44,375921,5,2
45,50761,5,2
46,206351,5,2
47,392731,6,3
48,119876,6,3
49,351511,6,3
50,464005,6,3
51,454528,6,3
52,470177,7,1
53,220169,7,1
54,352937,7,1
55,206351,7,1
56,119876,7,1
57,454528,7,1
58,182445,7,1
59,114406,7,1
60,392731,8,4
61,351511,8,4
62,287154,8,4
63,114406,8,4
64,457904,8,4
65,86643,8,4
66,206351,8,4
67,220169,8,4
68,119876,9,3
69,457904,9,3
70,314408,10,3
71,182445,10,3
72,464005,10,3
73,351511,10,3
74,470177,10,3
75,114406,10,3
76,457904,10,3
77,352937,10,3
78,182445,11,2
79,454528,11,2
80,405346,11,2
81,364536,11,2
82,470598,11,2
83,438596,11,2
84,364536,12,2
85,351511,12,2
86,470177,12,2
87,196523,12,2
88,287154,13,1
89,438596,13,1
90,194606,13,1
91,206351,14,4
92,102514,14,4
93,120907,14,4
94,114406,14,4
95,351511,14,4
96,287154,14,4
97,457904,14,4
98,144406,14,4
99,314408,14,4
100,375921,15,3
101,314408,15,3
102,194606,15,3
103,405346,15,3
104,351511,15,3
105,86643,16,3
106,364536,16,3
107,470598,16,3
108,470177,16,3
109,182445,16,3
110,119876,17,2
111,196523,17,2
112,234476,17,2
113,50761,17,2
114,89264,17,2
115,182445,18,3
116,206351,18,3
117,50761,19,2
118,182445,19,2
119,206351,20,2
120,314408,20,2
121,238548,20,2
122,114406,21,2
123,352937,21,2
124,464005,21,2
125,220169,21,2
126,457904,21,2
127,470177,21,2
128,89264,21,2
129,351511,21,2
130,196523,21,2
131,438596,22,2
132,86643,22,2
133,364536,22,2
134,457904,22,2
135,364536,23,4
136,238548,23,4
137,438596,23,4
138,234476,23,4
139,234476,24,2
140,470598,24,2
141,120907,24,2
142,392731,24,2
143,351511,24,2
144,438596,24,2
145,50761,24,2
146,114406,25,2
147,457904,25,2
148,238548,25,2
149,120907,26,4
150,454528,26,4
151,89264,27,3
152,405346,27,3
153,120907,27,3
154,196523,27,3
155,287154,27,3
156,182445,28,4
157,454528,28,4
158,457904,28,4
159,375921,28,4
160,392731,28,4
161,144406,28,4
162,100994,28,4
163,438596,28,4
164,287154,29,1
165,352937,29,1
166,375921,29,1
167,50761,29,1
168,470177,30,1
169,375921,30,1
170,120907,30,1
171,144406,30,1
172,238548,30,1
173,194606,30,1
174,86643,30,1
175,287154,31,3
176,194606,31,3
177,196523,31,3
178,100994,31,3
179,102514,31,3
180,392731,31,3
181,405346,31,3
182,314408,32,4
183,50761,32,4
184,287154,32,4
185,100994,33,3
186,314408,33,3
187,352937,33,3
188,470598,33,3
189,470177,33,3
190,86643,33,3
191,102514,34,3
192,119876,34,3
193,234476,34,3
194,206351,34,3
195,86643,34,3
196,50761,34,3
197,392731,34,3
198,454528,35,4
199,100994,35,4
200,351511,35,4
201,238548,36,3
202,144406,36,3
203,50761,36,3
204,314408,36,3
205,120907,36,3
206,100994,36,3
207,234476,36,3
208,470177,36,3
209,287154,37,4
210,50761,37,4
211,89264,37,4
212,454528,37,4
213,238548,38,2
214,102514,38,2
215,50761,38,2
216,120907,38,2
217,438596,38,2
218,464005,39,2
219,120907,39,2
220,114406,39,2
221,392731,39,2
222,352937,39,2
223,50761,39,2
224,314408,40,4
225,120907,40,4
226,375921,40,4
227,50761,40,4
228,352937,40,4
229,206351,40,4
230,238548,40,4
231,287154,40,4
232,392731,41,1
233,100994,41,1
234,119876,41,1
235,89264,41,1
236,352937,41,1
237,470177,41,1
238,364536,41,1
239,234476,41,1
240,114406,41,1
241,114406,42,3
242,392731,42,3
243,89264,42,3
244,470598,42,3
245,86643,42,3
246,375921,42,3
247,464005,42,3
248,194606,42,3
249,144406,43,1
250,120907,43,1
251,89264,43,1
252,464005,43,1
253,182445,43,1
254,392731,43,1
255,438596,44,1
256,119876,44,1
257,144406,44,1
258,314408,44,1
259,454528,44,1
260,405346,44,1
261,89264,44,1
262,457904,44,1
263,120907,44,1
264,182445,45,1
265,454528,45,1
266,194606,45,1
267,206351,45,1
268,470177,45,1
269,119876,45,1
270,100994,46,2
271,234476,46,2
272,119876,46,2
273,287154,46,2
274,351511,46,2
275,114406,46,2
276,194606,46,2
277,220169,47,3
278,375921,47,3
279,351511,47,3
280,457904,47,3
281,114406,47,3
282,120907,47,3
283,86643,48,3
284,206351,48,3
285,144406,48,3
286,196523,48,3
287,351511,49,2
288,220169,49,2
289,120907,49,2
290,438596,49,2
291,102514,49,2
292,454528,49,2
293,196523,50,3
294,464005,50,3
295,86643,50,3
296,182445,50,3
297,100994,51,1
298,351511,51,1
299,102514,51,1
300,120907,51,1
301,206351,52,2
302,196523,52,2
303,314408,52,2
304,119876,52,2
305,457904,52,2
306,119876,53,4
307,352937,53,4
308,405346,53,4
309,351511,54,2
310,89264,54,2
311,457904,55,3
312,120907,55,3
313,50761,55,3
314,220169,55,3
315,470177,55,3
316,100994,55,3
317,86643,55,3
318,392731,55,3
319,89264,55,3
320,220169,56,2
321,100994,56,2
322,234476,56,2
323,457904,56,2
324,196523,57,1
325,114406,57,1
326,287154,57,1
327,100994,57,1
328,314408,57,1
329,86643,57,1
330,194606,57,1
331,351511,57,1
332,119876,57,1
333,234476,58,2
334,100994,58,2
335,182445,59,3
336,364536,59,3
337,454528,59,3
338,206351,59,3
339,194606,59,3
340,464005,59,3
341,119876,59,3
342,120907,59,3
343,314408,60,3
344,89264,60,3
345,220169,60,3
346,464005,60,3
347,351511,61,4
348,196523,61,4
349,102514,61,4
350,114406,61,4
351,86643,61,4
352,314408,61,4
353,120907,61,4
354,464005,61,4
355,206351,62,2
356,194606,62,2
357,50761,62,2
358,234476,62,2
359,182445,62,2
360,114406,62,2
361,454528,62,2
362,314408,63,2
363,220169,63,2
364,182445,63,2
365,102514,64,1
366,351511,64,1
367,194606,64,1
368,457904,64,1
369,392731,64,1
370,114406,64,1
371,454528,65,3
372,392731,65,3
373,364536,65,3
374,86643,65,3
375,100994,66,1
376,464005,66,1
377,194606,66,1
378,364536,66,1
379,234476,66,1
380,470177,66,1
381,220169,66,1
382,364536,67,1
383,392731,67,1
384,89264,67,1
385,375921,67,1
386,144406,68,3
387,50761,68,3
388,438596,68,3
389,470598,68,3
390,375921,68,3
391,114406,68,3
392,454528,69,4
393,287154,69,4
394,86643,69,4
395,194606,69,4
396,364536,69,4
397,120907,69,4
398,438596,69,4
399,119876,69,4
